School_name,District_name,Location,VDC/Municipality_name,Ward No.,Total Sutdents: 2070
Janaki Pra V,TANAHU,Jareshwor,Raipur,1,57
Janasewa Pra V,TANAHU,Gairichautari,Majhakot,8,10
Janasewa Pra V,TANAHU,Thulibari,Majhakot,9,10
Janasewa Pra V,TANAHU,Amarapuri,Byas N.P.,2,39
Janasewa Pra V,TANAHU,Dihi,Baidi,9,23
Janasewika Pra V,TANAHU,Musekhola,Byas N.P.,1,64
Kihun Adarsha Ebs,TANAHU,Kihu Badaharbhanjyang,Kihun,2,129
Janata Pra V,TANAHU,Nahala Uppalophant,Ghansikuwa,1,51
Janata Pra V,TANAHU,Gaighat,Devghat,9,38
Janata Pra V,TANAHU,Bhorle,Manpang,8,19
Janata Pra V,TANAHU,Aahale Chour Pokharail Phant,Byas N.P.,9,55
Janata Pra V,TANAHU,Jotethati,Byas N.P.,3,24
Janata Pra V,TANAHU,Bomatar,Kihun,7,48
Jaya Buddha Ebs,TANAHU,Khahare,Bhanu,1,193
Jaya Durga Ma V,TANAHU,Pipaltar,Ramjakot,2,305
Jaya Mangal Pra V,TANAHU,Thanimaisthan,Basantapur,1,54
Jaya Nepal Pra V,TANAHU,Hushi,Shabhung Bhagawatipur,5,60
Jaya Nepal Ni Ma V,TANAHU,Rangrung,Bhimad,6,125
Jaya Nepal Pra V,TANAHU,Gyajatar Tanahun,Dharampani,4,35
Jaya Nepal Pra V,TANAHU,Ulyahar,Rupakot,2,102
Jhargaun Pra V,TANAHU,Jhargaun,Bandipur,9,49
Jib Juna Ebs,TANAHU,Laharepipal,Dhorfirdi,3,404
Junodaya Lower Secondary School,TANAHU,Jaithum,Kota,5,116
Jyamire Mai Ebs,TANAHU,Thum Dada,Kotdarbar,1,32
Jyamire Mai Pra V,TANAHU,Panthargaun,Kotdarbar,3,30
Jyoti Pra V,TANAHU,Bhudatar,Ghansikuwa,1,36
Kali Gandaki Ebs,TANAHU,Romu,Bhirkot,7,30
Kali Gandaki Lower Secondary School,TANAHU,Apatar,Kota,3,174
Kali Ganga Ma V,TANAHU,Chapdanda,Baidi,4,423
Kalika Academy,TANAHU,Sisaghat Symgha,Shymgha,4,184
Kalika Devi Pra V,TANAHU,Hasindada,Sundhara (ghiring),6,27
Kalika Pra V,TANAHU,Tuhure Pasal,Bhanu,2,31
Kalika Pra V,TANAHU,Pipal Tar,Devghat,4,49
Kalika Pra V,TANAHU,Thumka Bhanjang,Bandipur,8,21
Kalika Pra V,TANAHU,Mandra,Barbhanjyang,9,60
Kalika Pra V,TANAHU,Kalikot,Raipur,1,60
Kalika Pra V,TANAHU,Madhuban,Bhirkot,6,49
Kalika Ni Ma V,TANAHU,Kukurdi,Bandipur,2,151
Kalika Pra V,TANAHU,Naalbung Purano Gaun,Chhipchhipe,7,58
Kalika Pra V,TANAHU,Kartikechor,Kyamin,4,46
Kalika Pra V,TANAHU,Laudaribhanjyang,Chok Chisapani,4,36
Kalika Pra V,TANAHU,Chhimliswara,Chhang,6,23
Kalika Pra V,TANAHU,Kalipokhari,Chok Chisapani,9,13
Kalika Sa Aa Bidhyalaya,TANAHU,Bhanu Bhansar,Bhanu,5,90
Kalika Pra V,TANAHU,Kimal Danda,Dhorfirdi,3,80
Kalika Uchha Ma V,TANAHU,Purkot,Purkot,3,496
Kalika U Ma V,TANAHU,Kyudi,Devghat,4,386
Kalika Pra V,TANAHU,Gahudada,Shabhung Bhagawatipur,5,23
Kalyan Devi Pra V,TANAHU,Karuwatar,Ramjakot,9,69
Kalyan Pra V,TANAHU,Arkhala,Arunodaya,6,115
Kam Dhenu Ni Ma V,TANAHU,Dhenung,Shabhung Bhagawatipur,6,351
Kamala Pra V,TANAHU,Sanobhanjyang,Baidi,5,47
Kamdhenu Pra V,TANAHU,Kheushi,Chhimkeshwori,6,42
Kanchanjangha Ebs,TANAHU,Kotre Bazar,Dulegaunda,2,150
Kankai Ebs,TANAHU,Sital Tole Damauli,Byas N.P.,11,298
Kankali Pra V,TANAHU,Karmidada,Satishwara,2,34
Kanya Devi Pra V,TANAHU,Pokhari Bhanjyang,Dharampani,4,21
Kanya Devi Ma V,TANAHU,Hilekharka,Deurali,4,223
Karlunga Pra V,TANAHU,Belthok,Ghansikuwa,7,71
Karmada Ma V,TANAHU,Kharpani Talbagaincha,Purkot,5,324
Keshavtar Pra V,TANAHU,Rumsi,Keshavtar,6,52
Keshavtar Uchha Ma V,TANAHU,Kesavtar,Keshavtar,5,471
Khada Devi Pra V,TANAHU,Chhahare,Mirlung,6,38
Khadga Kali Pra V,TANAHU,Sanocharur,Tanahunsur,8,31
Khaireni U Ma V,TANAHU,Khairenitar,Khairenitar,8,858
Khodabax Islamin Madarsa,TANAHU,Satiswara,Satishwara,4,40
Kihun Adarsha Ebs,TANAHU,Gohiswanra,Satishwara,2,124
Kihun Pra V,TANAHU,Khudepani,Arunodaya,4,39
Kot Kalika Pra V,TANAHU,Chhap,Ghansikuwa,3,14
Krantidip Pra V,TANAHU,Narayan Tar,Bhirkot,5,63
Krishna Gandaki Pra V,TANAHU,Belswanra,Devghat,1,12
Krishna Ganga Pra V,TANAHU,Bantar,Sundhara (ghiring),3,49
Krishna Ganga Ni Ma V,TANAHU,Umse Salbas,Ramjakot,9,215
Krishna Pra V,TANAHU,Ratanpur,Deurali,2,15
Krishna Pra V,TANAHU,Najung,Baidi,1,59
Krishna U Ma V,TANAHU,Puttar,Gajarkot,5,569
Krishnalaya Pra V,TANAHU,Pokhara Bahun,Risti,4,69
Kul Jyoti Pra V,TANAHU,Bakhre,Jamune Bhanjyang,9,59
Kumari Pra V,TANAHU,Bar Bhanjyang,Dulegaunda,9,88
Kumari Pra V,TANAHU,Ahale,Purkot,9,60
Kushmawati Pra V,TANAHU,Seratar,Khairenitar,7,49
Kyami U Ma V,TANAHU,Kalasti,Kyamin,1,388
Kyamin Chhapthok Pra V,TANAHU,Naranga,Kyamin,1,56
Kyaminkot Ma V,TANAHU,Chapthok,Kyamin,1,207
Laligurans Pra V,TANAHU,Setang,Kahu Shivapur,3,67
Laxmi Pra V,TANAHU,Katahare,Gajarkot,2,30
Laxmi Ni Ma V,TANAHU,Thaatichour Syakunthok,Tanahunsur,6,117
Laxmi Niwas Pra V,TANAHU,Ratmata Dand Bagaicha,Rupakot,9,20
Laxmi Pra V,TANAHU,Khanibhitta,Baidi,6,27
Laxmi Pra V,TANAHU,Pandheri Bhanjyang,Jamune Bhanjyang,3,11
Laxmi Ma V,TANAHU,Pyugharfanth,Deurali,3,287
Lekshedh Tsal Ebs,TANAHU,Hiletar,Dhorfirdi,3,92
Little Garden Ebs,TANAHU,Dulegauda,Dulegaunda,7,282
Little Valley Ebs,TANAHU,Satrasaya Phant,Anbukhaireni,1,70
Lord Buddha Academy,TANAHU,Bhadgaun,Byas N.P.,1,87
Lotus Ebs,TANAHU,Phirdibazaar,Dhorfirdi,3,197
Madan Ashrit Pra V,TANAHU,Chandane,Kotdarbar,5,31
Madan Ashrit Pra V,TANAHU,Bharecot,Sundhara (ghiring),2,25
Madishree Awasiya Vidyalaya,TANAHU,Galbu Beshi,Byas N.P.,1,97
Madarsha Darul Ulum,TANAHU,Kihu Miyagaun,Kihun,5,48
Madarsha Gaushiya Primary School,TANAHU,Kihu Lilingkot,Kihun,5,78
Madrassa Pra V,TANAHU,Sakhartole,Byas N.P.,11,73
Madrassa Urdu Arabi Pra V,TANAHU,Miyan Gaun,Thaprek,8,35
Maha Devta Pra V,TANAHU,Sopabagaicha,Barbhanjyang,5,29
Mahadev Pra V,TANAHU,Jyamire,Tanahunsur,6,16
Mahadev Pra V,TANAHU,Sandebagar,Devghat,2,150
Mahakali Pra V,TANAHU,Kalikatar,Kota,1,156
Mahamai Ebs,TANAHU,Shantichok,Byas N.P.,2,215
Maharshi Bebyas Gurukul Aashram,TANAHU,Vysa Janmabhumi,Byas N.P.,10,33
Maharshi Bedbyas Bedbidhyashram Gurukul Sanskrit Bidhyalaya,TANAHU,Byas Janmabhumi Damauli,Byas N.P.,10,25
Maharshi Bedh Byas Ma V,TANAHU,Damauli,Byas N.P.,10,176
Mahedra Jyoti Ma V,TANAHU,Gadaulitar,Sundhara (ghiring),1,495
Mahendra Jyoti Pra V,TANAHU,Thaprek,Bhirkot,2,79
Mahendra Jyoti Uchha Ma V,TANAHU,Shishaghat,Shymgha,4,465
Mahendra Ma V,TANAHU,Pipalchaap,Raipur,5,203
Mahendra Ma V,TANAHU,Gunaldi,Jamune Bhanjyang,1,466
Mahendri Ni Ma V,TANAHU,Madibase,Shymgha,6,126
Mahendri U Ma V,TANAHU,Jhanuwatar,Kyamin,5,393
Mahendrodaya Ma V,TANAHU,Gawadi,Ramjakot,5,391
Mahesh Sanskrit Gurukul Ebs,TANAHU,Tawon,Devghat,2,77
Maheshwori Pra V,TANAHU,Pauwa,Anbukhaireni,3,17
Maibal Pra V,TANAHU,Maibol,Barbhanjyang,2,27
Makshya Kanya Ni Ma V,TANAHU,Bhadkhala,Ghansikuwa,5,172
Manakamana Ebs,TANAHU,Bar Bhanjyang,Barbhanjyang,5,183
Manakamana Pra V,TANAHU,Chirkan Pipalthok,Ghansikuwa,8,22
Manakamana Samudayik Bidya Mandir,TANAHU,Bhanu,Bhanu,6,202
Manaslu Ebs,TANAHU,Bandipur,Bandipur,1,556
Mangalodaya Ma V,TANAHU,Dumrebesi,Bhanumati,3,297
Mani Pra V,TANAHU,Chhang,Chhang,6,22
Manohar U Ma V,TANAHU,Mahantea Hariya,Purkot,9,437
Manung Pra V,TANAHU,Manung Kote,Byas N.P.,7,24
Marsyandi Lower Secondary School,TANAHU,Bhanu Khahare,Bhanu,1,227
Marsyandi Ni Ma V,TANAHU,Khahare Bagaincha,Bhanu,1,214
Marsyangdi Bal Jyoti Ebs,TANAHU,Anbu Khaireni,Anbukhaireni,6,621
Marsyangdi Lower Secondary School,TANAHU,Baradi Deehi,Anbukhaireni,2,161
Marsyangdi Pra V,TANAHU,Khahare,Purkot,2,47
Mathillo Gunadi Pra V,TANAHU,Mathillo Gunadi,Jamune Bhanjyang,3,24
Matri Jagriti Pra V,TANAHU,Kabre,Thaprek,6,31
Maya Univers Academy,TANAHU,Udin Dhungga,Byas N.P.,4,43
Megh Daha Ebs,TANAHU,Pasale,Jamune Bhanjyang,5,377
Milan Pra V,TANAHU,Chieurabas,Deurali,1,15
Milijuli Ebs,TANAHU,Dunde,Bhanumati,1,87
Milijuli Pra V,TANAHU,Mijethum,Manpang,6,29
Min Ma V,TANAHU,Tharpu,Chhang,3,726
Mirlung Star Jevears English School,TANAHU,Mirlung,Mirlung,1,71
Mission Ebs,TANAHU,Balchhigauda,Shabhung Bhagawatipur,3,56
Mitra U Ma V,TANAHU,Satrasay Devitar,Anbukhaireni,1,643
Modern Children Academy,TANAHU,Vyas,Byas N.P.,6,123
Mohoriya Bandipur Bilicars Ebs,TANAHU,Mohoriya,Bandipur,3,76
Moon Star Aawasia Madersa,TANAHU,Jal Devi Tol Kha,Byas N.P.,11,181
Moon Sun Ebs,TANAHU,Dumsichaur,Byas N.P.,9,53
Moonlight Academy,TANAHU,Purkot,Purkot,4,24
Mother Land School,TANAHU,Ghiring Sunpani,Sundhara (ghiring),4,109
Moti Pra V,TANAHU,Dhenung,Shabhung Bhagawatipur,4,30
Mount Annapurna Ebs,TANAHU,Bhimad,Bhimad,1,437
Mukundeshwori Pra V,TANAHU,Bagandi,Devghat,2,57
Naga Pra V,TANAHU,Bunji,Ramjakot,7,24
Naga Nagini Pra V,TANAHU,Nagnagini,Barbhanjyang,1,26
Nara Pra V,TANAHU,Michulurlung,Majhakot,9,94
Narayan Chour Pra V,TANAHU,Narayanchaur,Satishwara,7,20
Narayan Jyoti Pra V,TANAHU,Cheranga,Kota,4,14
Narayan Pra V,TANAHU,Simalchaur,Chok Chisapani,7,37
Narayan Pra V,TANAHU,Raipur V Shauna,Raipur,9,35
Narayani Ni Ma V,TANAHU,Baripath,Barbhanjyang,4,122
Nawa Yuwa Pra V,TANAHU,Thulo Hatiya,Bhanumati,7,20
Naya Jyoti Pra V,TANAHU,Shngramtar,Risti,8,41
Nepal Islamic Hanafiea Madrassa Pra V,TANAHU,Banke Pasal,Satishwara,5,44
New Manakamana Ebs,TANAHU,Bhad Gaun,Byas N.P.,1,633
New Vision Ebs,TANAHU,Belbas,Pokhari Bhanjyang,1,63
New Vision Public Academy,TANAHU,Shantitol Tharpu,Chhang,3,214
Nirjala Ni Ma V,TANAHU,Deuralitaar,Purkot,7,250
Nirmal Pra V,TANAHU,Tanahun Bankewa,Dulegaunda,4,49
Nirmal Pra V,TANAHU,Gaira Bari,Dulegaunda,9,13
Nirmal Uchha Ma V,TANAHU,Bhadgaun,Byas N.P.,1,773
Notredom Ebs,TANAHU,Balabazaar,Bandipur,5,609
Nurul Ulum Madrassa Pra V,TANAHU,Galchina,Dulegaunda,8,37
Ojan Public School,TANAHU,Mildada,Dulegaunda,9,223
Ozone Public Ebs,TANAHU,Dulegauda,Dulegaunda,9,266
Padhama Pra V,TANAHU,Chunder,Byas N.P.,6,41
Padma Jyoti Pra V,TANAHU,Sirkot,Bhirkot,6,243
Padma Pra V,TANAHU,Sukaura,Keshavtar,1,51
Pancha Jyoti Pra V,TANAHU,Boltar,Kyamin,9,91
Pancha Kanya Pra V,TANAHU,Ghumaune,Chhimkeshwori,5,26
Pancha Kanya Pra V,TANAHU,Chhang,Chhang,9,23
Panchamuni Dev Ma V,TANAHU,Dulegauda,Dulegaunda,7,1702
Shree Paramananda Sanskrit Gurukulam Aawasiya U Ma V,TANAHU,Devghatdham,Devghat,2,98
Parasar Ni Ma V,TANAHU,Patan,Byas N.P.,7,174
Parbati U Ma V,TANAHU,Skultol,Kota,2,412
Paropakar Pra V,TANAHU,Dharapani,Anbukhaireni,6,21
Parwati Pra V,TANAHU,Chang,Chhang,5,68
Parwati Ma V,TANAHU,Dhawadi,Majhakot,5,279
Parwati Pra V,TANAHU,Pokaharithock Koldada,Sundhara (ghiring),9,81
Pasale Ni Ma V,TANAHU,Pasale,Jamune Bhanjyang,7,117
Pashupati Nath Pra V,TANAHU,Mahorkot,Sundhara (ghiring),2,75
Pashupati Ni Ma V,TANAHU,Thutepipal,Dhorfirdi,6,104
Patan Ebs,TANAHU,Rishing Patan,Ranipokhari (resing),9,179
Pavitra Uchha Ma V,TANAHU,Nahala,Bandipur,1,715
Peace Garden Public Academy,TANAHU,Dhorphirdi,Dhorfirdi,3,42
Pill Grimej International Monteshwori Boarding School,TANAHU,Amarapuri,Byas N.P.,2,19
Pokhari Bhanjyang Pra V,TANAHU,Sinvil,Majhakot,4,15
Pokhari Chhap Pra V,TANAHU,Pokhari Chhap,Bhimad,8,54
Prabha Jyoti Ebs,TANAHU,Keshavtar,Keshavtar,5,64
Prabha Jyoti Ebs,TANAHU,Aanptol,Keshavtar,5,78
Prabha Ni Ma V,TANAHU,Tinparale,Manpang,7,181
Prabhat Acedemi,TANAHU,Santi Nagara,Bhimad,1,62
Prabhat Ma V,TANAHU,Chisapani,Tanahunsur,2,212
Pragati Pra V,TANAHU,Hukka Nagdhunga,Kihun,9,51
Pragati Sadan Pra V,TANAHU,Pragati Nagar,Barbhanjyang,6,18
Pragatishil Pra Vi,TANAHU,Bhatdanda,Bhanumati,6,59
Prananath Gurukul Anath Sewa Ashram,TANAHU,Batauli,Devghat,2,30
Prithvi Pra V,TANAHU,Bhirkot,Bhirkot,5,46
Prithvi Ma V,TANAHU,Kihu,Kihun,8,218
Purkot Lyand Star Boarding School,TANAHU,Baisa Jagar,Purkot,3,313
Purkot Ma V,TANAHU,Mulabari,Basantapur,5,329
Purna Gyan Mahila School,TANAHU,Byas Np,Byas N.P.,2,9
Purnima Pra V,TANAHU,Mahadev Chaur,Purkot,2,37
Radha Krishna Pra V,TANAHU,Shikhardada,Sundhara (ghiring),8,43
Radha Ni Ma V,TANAHU,Gwaslung,Kahu Shivapur,9,154
Radha U Ma V,TANAHU,Jamune,Jamune Bhanjyang,4,602
Raghu Ma V,TANAHU,Raghu,Arunodaya,9,274
Rajapani Academy,TANAHU,Kaji Phant,Satishwara,9,59
Rajasthal Pra V,TANAHU,Rajasthal,Dhorfirdi,9,41
Rajpur Ma V,TANAHU,Syani Bhanjyang Himal Chaur,Raipur,4,150
Rajpur Pra V,TANAHU,Kotsabhung,Shabhung Bhagawatipur,5,70
Ram Jyoti Ebs,TANAHU,Byas N P Damauli,Byas N.P.,11,247
Ram Pra V,TANAHU,Viruwatar,Bandipur,4,22
Ram Pra V,TANAHU,Harkapur,Keshavtar,4,26
Ramshah Uchha Ma V,TANAHU,Ambukhaireni,Anbukhaireni,6,1720
Rastriya Pra V,TANAHU,Gondrang,Chhipchhipe,4,35
Rastriya Pra V,TANAHU,Kafaldanda,Devghat,6,51
Rastriya Ni Ma V Kawachit,TANAHU,Kawachit,Mirlung,5,117
Rastriya Pra V,TANAHU,Rupakot,Rupakot,4,28
Rastriya Ni Ma V Ratanpur,TANAHU,Ratanapur,Mirlung,2,53
Rastriya Ma V,TANAHU,Deurali,Sundhara (ghiring),8,354
Rastriya Ma V,TANAHU,Mayakhu,Rupakot,7,292
Rastriya Ni Ma V,TANAHU,Aahaley,Mirlung,6,60
Rastriya Ni Ma V,TANAHU,Jwala Bharav Se,Ramjakot,1,201
Ratna Jyoti Ni Ma V,TANAHU,Sadibhanjang,Shymgha,2,82
Ratna Ma V,TANAHU,Chhetre Bhanjyang,Manpang,3,198
Ratna Rajya Laxmi Kanya Ni Ma V,TANAHU,Saraswoti Tole,Bandipur,4,139
Ravi Chandra Pra V,TANAHU,Mai Thumka,Byas N.P.,9,15
Ravi Chandra Pra V,TANAHU,Kilchowk,Jamune Bhanjyang,6,45
Rishing English Boarding School,TANAHU,Pawanthok,Kotdarbar,5,92
Rishithum Pra V,TANAHU,Rishithum,Jamune Bhanjyang,8,25
Ro Alwart Bal Bikas,TANAHU,Gairahathok,Sundhara (ghiring),7,7
Rudra Devi Pra V,TANAHU,Ghansingh,Anbukhaireni,8,26
Saha Jiwan Pra V,TANAHU,Thumki Chaur,Risti,3,63
Saha Ramjyoti Academy,TANAHU,Tuhurepasal,Tanahunsur,1,173
Sahavir Ni Ma V,TANAHU,Gumlek,Bhirkot,4,75
Sahid Dharma Ni Ma V,TANAHU,Pulimarang,Risti,7,80
Sahid Ganga Ma V,TANAHU,Sukepokhari,Kahu Shivapur,6,539
Sahid Lal Dhoj Pra V,TANAHU,Jyamire,Deurali,7,42
Samjhana Pra V,TANAHU,Dadkhola,Barbhanjyang,4,28
Samudayik Ebs,TANAHU,Majha Phat,Kyamin,2,75
Sangam Pra V,TANAHU,Chapaghat,Byas N.P.,7,67
Santi Academy,TANAHU,Mirlung,Mirlung,7,95
Sapta Kanya Pra V,TANAHU,Raipali Okhale,Mirlung,3,13
Sarada Pra V,TANAHU,Mathillo Thar Budhakot,Shabhung Bhagawatipur,2,111
Sarada Pra V,TANAHU,Gurdum,Dhorfirdi,1,40
Saraswati Pra V,TANAHU,Alaiche,Raipur,2,82
Saraswati Pra V,TANAHU,Chisapani,Bhanu,9,27
Saraswati Pra V,TANAHU,Ramkot,Keshavtar,8,67
Saraswati Ni Ma V,TANAHU,Thanu,Bhirkot,1,156
Saraswati Ni Ma V,TANAHU,Tanahun Dudhekuna,Chok Chisapani,8,169
Saraswati Ma V,TANAHU,Sabhung Haria,Shabhung Bhagawatipur,7,665
Saraswati Pra V,TANAHU,Chaynchul,Shabhung Bhagawatipur,3,46
Saraswati Mandir U Ma V,TANAHU,Ghalechhap,Mirlung,3,241
Saraswati Namuna Ma V,TANAHU,Khairenitar,Khairenitar,9,393
Saraswati Ni Ma V,TANAHU,Attrouli,Gajarkot,6,174
Saraswati Pra V,TANAHU,Chisa Pani,Rupakot,6,38
Saraswati Pra V,TANAHU,Manjhphant,Kyamin,2,53
Saraswati Pra V,TANAHU,B P Bhanjyang,Byas N.P.,9,21
Saraswati Pra V,TANAHU,Manpang,Manpang,8,55
Saraswati Sadan Ma V,TANAHU,Chainepur Mabal,Barbhanjyang,1,232
Saraswati Ma V,TANAHU,Arubot,Thaprek,7,327
Saraswoti Ni Ma V,TANAHU,Solung,Baidi,1,201
Sarwa Jyoti Ma V,TANAHU,Sewar,Byas N.P.,5,261
Sarbodaya Lower Secondary School,TANAHU,Byagan,Baidi,8,170
Sat Kanya Devi Pra V,TANAHU,Khanikhola,Anbukhaireni,4,16
Satish Ebs,TANAHU,Santi Nagar,Byas N.P.,5,119
Satyawati Devi Ni Ma V,TANAHU,Salv Sne,Bhanu,5,205
Satyawati Pra V,TANAHU,Baskharka,Rupakot,8,34
Satyawati Uchha Ma V,TANAHU,Balmandir Tole,Byas N.P.,2,2046
Saya Patri Pra V,TANAHU,Khola Gaun,Chhimkeshwori,3,41
Seti Ganga Ebs,TANAHU,Bahungaun,Kahu Shivapur,6,66
Seti Ganga Pra V,TANAHU,Dharampani,Dharampani,1,48
Shahid Krishna Ma V,TANAHU,Kawashe,Dulegaunda,6,273
Shankar Pra V,TANAHU,Rupatar,Ramjakot,2,68
Shankar Pra V,TANAHU,Dagaraa,Chhipchhipe,1,28
Shankar Pra V,TANAHU,Basdhala,Shymgha,8,34
Shankar U Ma V,TANAHU,Dumrebesi,Gajarkot,9,355
Shanti Barsa Pra V,TANAHU,Bangrang,Dhorfirdi,8,47
Shanti Barsa Pra V,TANAHU,Gahate,Raipur,3,19
Shanti Pra V,TANAHU,Parche,Bandipur,2,55
Shanti Ni Ma V,TANAHU,Dubung,Baidi,3,249
Shanti Pra V,TANAHU,Gawadi,Ramjakot,8,39
Shanti Pra V,TANAHU,Sabarlang,Manpang,4,51
Shanti Ni Ma V,TANAHU,Khatithok,Bhanu,4,121
Shanti Varsha Ebs,TANAHU,Chapaghat,Byas N.P.,8,430
Sher Pra V,TANAHU,Kubadi,Bandipur,2,17
Shila Pra V,TANAHU,Haledi Bagar,Dulegaunda,3,86
Shiva Pra V,TANAHU,Sigarbhanjyang,Majhakot,2,90
Shiva Ma V,TANAHU,Dumsi Bazar,Byas N.P.,5,250
Shiva Panchayan Ni Ma V,TANAHU,Deuralinagar,Byas N.P.,10,344
Shiva Pra V,TANAHU,Chandravati,Satishwara,2,37
Shiva Saraswati U Ma V,TANAHU,Duighare Rising,Ranipokhari (resing),2,665
Shiva Shakti Pra V,TANAHU,Hulthumka,Bandipur,2,22
Shiva Shakti Pra V,TANAHU,Bagale Phanth,Purkot,6,36
Shiva Sundar Pra V,TANAHU,Kafaldanda,Bhirkot,9,34
Shiva Secondary School,TANAHU,Sheretar,Keshavtar,9,264
Shivalaya Pra V,TANAHU,Vibal Kharipani,Barbhanjyang,3,28
Shivshakti Primary School,TANAHU,Dhabala,Kahu Shivapur,1,32
Shramik Pra V,TANAHU,Nursery,Dulegaunda,2,69
Shring Ma V,TANAHU,Gothadi,Kotdarbar,8,329
Shristi Education Academy,TANAHU,Chhabdi Deurali,Dhorfirdi,4,39
Shukla Ma V,TANAHU,Beltar,Kahu Shivapur,1,149
Shyata Devi Pra V,TANAHU,Simfulung,Shabhung Bhagawatipur,1,35
Shymgha Pra V,TANAHU,Lakuri Vanjang,Shymgha,6,31
Siddha Beni Ni Ma V,TANAHU,Belbas,Pokhari Bhanjyang,1,278
Siddha Jana Ekta Pra V,TANAHU,Dihikhet,Deurali,2,14
Siddha Jyoti Pra V,TANAHU,Mohariya,Bhanumati,8,45
Siddha Jyoti Pra V,TANAHU,Pakhuri Chautari,Bhimad,5,60
Siddha Pra V,TANAHU,Viruwa,Arunodaya,3,59
Siddha Mahakali Ni Ma V,TANAHU,Gauritar,Devghat,4,134
Siddhartha Uchha Ma V,TANAHU,Kihun Badarbhanjyang,Kihun,2,497
Siddhartha Pra V,TANAHU,Badhahar Bhangyan,Kihun,2,251
Siddheshwori Ma V,TANAHU,Ghasikuwa,Ghansikuwa,3,315
Siddhi Devi Pra V,TANAHU,Lohi,Bandipur,6,40
Siddhi Pra V,TANAHU,Parlang,Devghat,7,71
Siddhi Pra V,TANAHU,Kotbaidi,Baidi,7,39
Siddi Binayek Ebs,TANAHU,Gunadi,Jamune Bhanjyang,1,93
Sidha Ni Ma V,TANAHU,Sapangdi,Ramjakot,1,264
Silikan Vally Int Ebs,TANAHU,Byas,Byas N.P.,10,48
Simana Pra V,TANAHU,Kholakhel Gokul Tole,Raipur,6,17
Sindhu Pra V,TANAHU,Sangesera,Byas N.P.,6,61
Sishu Sikshya Sadan Ebs,TANAHU,Godepani,Purkot,4,57
Sitala Pra V,TANAHU,Gudhi,Pokhari Bhanjyang,7,41
Somajan Namuna Pra V,TANAHU,Barlachari,Kyamin,6,107
Srijana Pra V,TANAHU,Bhagawatipur,Shabhung Bhagawatipur,8,40
Star English Boarding School,TANAHU,Seratar,Keshavtar,9,14
Sthani Devi Pra V,TANAHU,Barchayang,Jamune Bhanjyang,2,28
Sthani Devi Pra V,TANAHU,Ghaderi,Chhang,7,20
Sthanimai Ebs,TANAHU,Mulabari,Basantapur,3,14
Sthanthok Pra V,TANAHU,Sthanthok,Khairenitar,1,36
Sukla Pra V,TANAHU,Mila Bhanjyang Khoradi,Dhorfirdi,6,73
Sukla Pra V,TANAHU,Shantinagar,Khairenitar,9,136
Sukla Pra V,TANAHU,Chang,Chhang,9,38
Sukra Ni Ma V,TANAHU,Chintutar,Byas N.P.,6,152
Sundar Pra V,TANAHU,Gautheri Chaur,Bhanu,6,30
Sunflower Ebs,TANAHU,Baireni,Byas N.P.,5,43
Sunita Pra V,TANAHU,Banjhogara,Dharampani,1,21
Sunshine Ebs,TANAHU,Ambukhaireni,Anbukhaireni,6,231
Surendra Jyoti Pra V,TANAHU,Kotthar,Majhakot,8,82
Surya Pra V,TANAHU,Gyanpa,Dharampani,5,26
Surya Pra V,TANAHU,Lokaditar,Dhorfirdi,6,61
Suryamukhi Pra V,TANAHU,Dhaleko Bagaicha,Dhorfirdi,4,7
Suryodaya Ebs,TANAHU,Bhurunge,Khairenitar,8,745
Suryodaya Ebs,TANAHU,Khaireni Tar,Dulegaunda,8,745
Suryodaya Pra V,TANAHU,Yanchock,Anbukhaireni,1,36
Suryodaya Pra V,TANAHU,Ramche,Tanahunsur,9,28
Suryodaya Pra V,TANAHU,Nabrung,Barbhanjyang,5,28
Suryodaya Pra V,TANAHU,Bav Yadanda,Firfire,4,25
Swastha Pra V,TANAHU,Kharka Barbhanjyang,Manpang,6,36
Syntax English Boarding School,TANAHU,Gauritar,Devghat,4,32
Talbeshi Ma V,TANAHU,Talbeshi,Dhorfirdi,7,437
Tamung Pra V,TANAHU,Tamunga,Ghansikuwa,9,20
Tanahun Pra V,TANAHU,Beltar,Byas N.P.,4,22
Tara Pra V,TANAHU,Bhangara Takurdanda,Dulegaunda,1,26
Tara Pra V,TANAHU,Simalswara Okhle,Dharampani,6,26
Tatopani Pra V,TANAHU,Shera,Ghansikuwa,6,24
Thani Pra V,TANAHU,Majhthar Newapani,Majhakot,6,12
Thaniban Pra V,TANAHU,Archalkot,Shabhung Bhagawatipur,8,31
Tribhuwan Pra V,TANAHU,Bahun Banjyang,Bandipur,7,56
Tribhuwan Pra V,TANAHU,Byagan,Khairenitar,3,91
Tribhuwan Pra V,TANAHU,Khalte,Rupakot,3,22
Tribhuwan Uchha Ma V,TANAHU,Manechauka,Rupakot,2,562
Tribhuwan Pra V,TANAHU,Jaspur,Firfire,8,52
Udaya Pra V,TANAHU,Dharampani,Dharampani,3,52
Udaya U Ma V,TANAHU,Thulotar Pateni,Byas N.P.,8,306
Uma Devi Pra V,TANAHU,Gunjara,Jamune Bhanjyang,5,39
United Academy For Advance Learning,TANAHU,Vyas,Byas N.P.,8,63
United Kids Academy,TANAHU,Ranipokhari,Byas N.P.,6,50
